고유번호,호수,면,발행일,제목,소제목,게시년월일,수정년월일
11122,255,6,2018-05-25,"부산의 맛, 서면 음식거리에 있다",서면 포장마차거리,2018-05-28,2018-06-01
11121,255,6,2018-05-25,"부산의 맛, 서면 음식거리에 있다",부전역 곰장어거리,2018-05-28,2018-06-01
11246,258,4,2018-08-24,전포1동에 이웃 돌보는 수호천사 있다,,2018-08-27,2018-08-28
11223,2,8,2018-07-25,동길산 시인이 쓰는,부산진이야기 퓍,2018-07-26,
11215,257,7,2018-07-25, 나무이야기,아왜나무와 오동나무,2018-07-26,2018-07-26
11217,257,8,2018-07-25,포토 에세이,찜통더위 날리는 물놀이,2018-07-26,2018-07-26
11222,257,8,2018-07-25,승용차요일제 입소문 내기 이벤트,당첨자 100명에게 모바일상품권 1만원 증정,2018-07-26,2018-07-26
11221,257,8,2018-07-25,우리 연주실력 많이 늘었죠? ,청소년예술학교-솜블리트리오 여름음악회 개최,2018-07-26,2018-07-26
11187,257,2,2018-07-25,서면시장 청년몰 온나(ONNA)를 소개합니다,,2018-07-26,2018-07-26
11189,257,3,2018-07-25,의장 장강식/부의장 최문돌 의원 선출,제8대 부산진구의회 전반기 원 구성 완료 … 의장단/4개 상임위원장 확정,2018-07-26,2018-07-26
11190,257,3,2018-07-25,"신뢰받는 의회, 품위있는 의회상 정립",제8대 부산진구의회 개원사,2018-07-26,2018-07-26
11186,257,2,2018-07-25,전동보장구 안전교실 운영,,2018-07-26,2018-07-26
11191,257,3,2018-07-25,제8대 부산진구의회 전반기 원구성 현황,,2018-07-26,2018-07-26
11239,258,2,2018-08-24,노래하는 CCTV 음악방송 서비스,공원/산책로 등 10곳 클래식 음악 등 시범 송출,2018-08-27,2018-08-28
11241,258,3,2018-08-24,제8대 부산진구의회 의정활동 ＇첫발＇,제283회 임시회 개최 … 업무보고 청취/가축분뇨 등 조례안 2건 처리,2018-08-27,2018-08-28
11242,258,3,2018-08-24,의원 역량 개발 실무연수,,2018-08-27,2018-08-28
11243,258,3,2018-08-24,제283회 임시회 의안 주요 내용,,2018-08-27,2018-08-28
11244,258,3,2018-08-24,초복맞이 삼계탕 배식 봉사,,2018-08-27,2018-08-28
11245,258,3,2018-08-24,의정연구단체 의정연구회 등록 신청,,2018-08-27,
11214,257,7,2018-07-25,김다희 시인의 꽃보다 사람 - 51,남보다 먼저 해야 남보다 이긴다,2018-07-26,2018-07-26
11119,255,8,2018-05-25,동길산 시인이 쓰는 부산진이야기 41,눈처럼 하얀 백설표 설탕 삼성그룹 첫 제조업,2018-05-28,2018-05-28
11120,255,8,2018-05-25,즐거움이 샘솟았던 우리문화체험축제,,2018-05-28,2018-05-28
11234,258,2,2018-08-24,자전거 탈 때 안전모 필수/음주는 벌금,,2018-08-27,2018-08-28
11235,258,2,2018-08-24,익명의 독지가 성금 1억 원 쾌척,부산진구 출범 이래 개인 첫 억대 기탁,2018-08-27,
11236,258,2,2018-08-24,추석 음식재료 싸게 장만하세요,  자매결연지 농축수산물 직거래장터 운영,2018-08-27,2018-08-28
11237,258,2,2018-08-24,구청장배 유소년 축구대회,9월 15∼16일 이틀간 개최,2018-08-27,
11233,258,2,2018-08-24,가야2동/개금1동 주민 사랑방 생겼다,,2018-08-27,2018-08-28
11238,258,2,2018-08-24,기초생활수급자 증명서 등 온라인 발급 가능,규제개혁 소식,2018-08-27,2018-08-28
11212,257,6,2018-07-25,2018년 하반기 달라지는 것들 ,,2018-07-26,2018-07-26
11213,257,6,2018-07-25,"여름철, 자동차에 아이를 혼자 두면…",고체온 사망사고 잇단 발생,2018-07-26,2018-07-26
11262,258,6,2018-08-24, 나무이야기,밤나무와 감나무,2018-08-27,2018-08-28
11263,258,6,2018-08-24,하천의 아름다움 보여준 사진 전시회,숨쉬는 동천 회원들 출품,2018-08-27,2018-08-28
11230,258,1,2018-08-24,개 포함 가축 10마리 이내만 사육 가능,,2018-08-27,2018-08-28
11231,258,1,2018-08-24,평생학습/주민자치 축제 열린다,,2018-08-27,2018-08-28
11232,258,1,2018-08-24,스탬프투어 참가하고 경품 받자,부산진구 스탬프투어 이벤트,2018-08-27,2018-08-28
11181,257,2,2018-07-25,부산진구 50대 마음건강 전수 조사,우울증 검사로 고위험군 사례관리서비스 제공,2018-07-26,2018-07-26
11182,257,2,2018-07-25,초등학교 건강행복교실 참 잘했어요,사업 중간보고회에서 보건교사들 호평 이어져,2018-07-26,2018-07-26
11183,257,2,2018-07-25,아껴 쓰고 나눠 쓰고 , 자원순환 나눔장터 인기,2018-07-26,2018-07-26
11184,257,2,2018-07-25,규제개혁 소식,,2018-07-26,2018-07-26
11185,257,2,2018-07-25,청년 일자리사업에 참가하세요,사회적경제기업 10명/꿈드림 작은도서관 7명 채용,2018-07-26,2018-07-26
11178,257,1,2018-07-25,새로운 활력을 불어넣겠습니다,서은숙 부산진구청장 인터뷰 ,2018-07-26,2018-07-26
11229,258,1,2018-08-24,부산진구 매년 21억 이상 교육에 투자,,2018-08-27,2018-08-28
11209,257,5,2018-07-25,부산여대 자원봉사캠프 개소,,2018-07-26,2018-07-26
11210,257,5,2018-07-25,전기요금 복지할인제도 시행,,2018-07-26,2018-07-26
11211,257,6,2018-07-25,아이들과 함께 도심 물놀이장으로 고고싱,어린이대공원 키드키득파크,2018-07-26,2018-07-26
11208,257,5,2018-07-25,여름방학 자원봉사학교 ,중/고등학생 참가자 모집,2018-07-26,2018-07-26
11179,257,1,2018-07-25,서면문화로에 고전의 향기 은은,,2018-07-26,2018-07-26
11180,257,2,2018-07-25,삼계탕 맛있게 드셨나요? ,,2018-07-26,2018-07-26
11240,258,2,2018-08-24,승강기에 갇혔을 때 어떻게 하나요? ,,2018-08-27,2018-08-28
11261,258,6,2018-08-24,김다희 시인의 꽃보다 사람 52,서면시장 청년몰　온나! 어서 온나!,2018-08-27,2018-08-28
11228,257,6,2018-07-25,아이들과 함께 도심 물놀이장으로 고고싱,송상현광장 바닥분수 물놀이장,2018-07-26,
11256,258,5,2018-08-24,폐청바지 가져오면 예쁜 에코백으로 교환,,2018-08-27,2018-08-28
11257,258,5,2018-08-24,보건소 뇌졸중교실 운영 ,,2018-08-27,
11258,258,5,2018-08-24,독거노인 등 취약계층 대상,폭염기 방문건강관리 시행,2018-08-27,2018-08-28
11259,258,5,2018-08-24,노인 복지용구 대여,노인복지용구종합센터,2018-08-27,2018-08-28
11260,258,5,2018-08-24,부산진소방서 48년 만에 신축 이전 ,NC백화점 서면점 맞은편,2018-08-27,2018-08-28
11255,258,5,2018-08-24,65세 이상/장애인 등 대상,10월 2일부터 독감예방접종,2018-08-27,2018-08-28
11227,257,6,2018-07-25,아이들과 함께 도심 물놀이장으로 고고싱,부산시민공원 물놀이장,2018-07-26,2018-07-26
11205,257,5,2018-07-25,어르신들 무더위 야간쉼터 이용하세요,부산진구 노인/장애인복지관,2018-07-26,2018-07-26
11206,257,5,2018-07-25,새마을운동 부산진구지회,서면에서 절전 캠페인 전개,2018-07-26,2018-07-26
11207,257,5,2018-07-25,1회용품 줄이기 공공부문부터 추진,,2018-07-26,2018-07-26
11202,257,5,2018-07-25,여름방학 학생 대상,충치예방 불소 도포,2018-07-26,2018-07-26
11203,257,5,2018-07-25,법률상담,인접토지 소유주와 경계 담장 처리,2018-07-26,2018-07-26
11204,257,5,2018-07-25,끊고! 줄이고! 운동하자! ,,2018-07-26,2018-07-26
11177,257,1,2018-07-25,시민주권 시대를 선언합니다 ,서은숙 부산진구청장 시민주권 선언 취임사,2018-07-26,2018-07-26
11171,256,8,2018-06-25,내 고장 사랑을 작품으로 표현하다 ,,2018-06-26,2018-06-26
11172,256,8,2018-06-25,동길산 시인이 쓰는 부산진이야기 - 42,아듀! 하계열!,2018-06-26,2018-06-26
11170,256,8,2018-06-25,부산진구민/학생들 명필이시네요,서예휘호대회 입상작 전시,2018-06-26,2018-06-26
11226,257,7,2018-07-25,슬퍼지기 일보 직전,서울신문 나의 공직생활 에세이 공모 최우수작,2018-07-26,
11196,257,4,2018-07-25,부전2동 쓰레기더미 독거노인 집 대청소,,2018-07-26,2018-07-26
11197,257,4,2018-07-25,BNK금융그룹 여름이불 464채 기탁 ,,2018-07-26,2018-07-26
11198,257,4,2018-07-25,한국신발피혁연구원 성금 300만원 전달 ,,2018-07-26,2018-07-26
11199,257,4,2018-07-25,개금3동 여름을 시원하게 쿨루프(시원한 지붕) 시행 ,,2018-07-26,2018-07-26
11200,257,5,2018-07-25,매월 10만원 지급 아동수당 신청하셨나요? ,,2018-07-26,2018-07-26
11201,257,5,2018-07-25,국민체육센터에서 물놀이 이벤트 개최,,2018-07-26,2018-07-26
11167,256,7,2018-06-25,나무이야기,주목나무와 이팝나무,2018-06-26,2018-07-06
11168,256,8,2018-06-25,포토 에세이,백로가족의 사랑,2018-06-26,2018-06-26
11169,256,8,2018-06-25,부산진구 어린이청년도서관 이달의 추천도서(6월),,2018-06-26,2018-06-26
11225,257,8,2018-07-25,동길산 시인이 쓰는 부산진이야기 43,기업열전3 - 신진자동차,2018-07-26,
11195,257,4,2018-07-25,각 동 소식,,2018-07-26,2018-07-26
11166,256,7,2018-06-25,김다희 시인의 꽃보다 여자 - 50,다 잘 될 거야,2018-06-26,2018-06-26
11224,257,8,2018-07-25,부산진구 어린이청년도서관 이달의 추천도서(7월),,2018-07-26,2018-07-26
11051,254,7,2018-04-23,김다희 시인의 꽃보다 여자 48,봄꽃 닮은 소대장,2018-04-24,2018-04-24
11049,254,7,2018-04-23,어린이날 큰잔치 아이조아,육아종합지원센터에서 개최,2018-04-24,2018-04-24
11050,254,7,2018-04-23,아빠의 마음으로 …,,2018-04-24,2018-04-24
11060,254,6,2018-04-23,휴식이 필요할 때 오세요 부산진구 힐링 명소-3,어린이대공원,2018-04-24,2018-04-24
11061,254,6,2018-04-23,휴식이 필요할 때 오세요 부산진구 힐링 명소-4,백양산 애진봉,2018-04-24,
10971,252,7,2018-02-23,추웠던 겨울 … 해빙기 안전사고 조심,,2018-02-26,
10972,252,7,2018-02-23,법률상담-분묘기지권 소멸청구,,2018-02-26,
10973,252,7,2018-02-23,"폐식용유, 하수구에 버리지 마세요",,2018-02-26,
11047,254,6,2018-04-23,실무형 인재 키우는 취업 명품학교,학교탐방－부산진여자상업고등학교,2018-04-24,2018-04-24
11048,254,6,2018-04-23,휴식이 필요할 때 오세요 부산진구 힐링 명소-1,송상현광장,2018-04-24,2018-04-24
11010,253,6,2018-03-23,별처럼 반짝이는 큐레이터,김다희 시인의 꽃보다 여자 47,2018-03-26,2018-03-26
11137,256,1,2018-06-25,소통하는 구청장 될 터,서은숙 당선인 당선 소감,2018-06-26,2018-06-26
11138,256,1,2018-06-25,"강물 같은 세월, 감사드립니다",민선6기(제38대) 부산진구청장 이임사,2018-06-26,2018-06-26
11139,256,1,2018-06-25,민선6기 (제38대) 부산진구청장 이임식,,2018-06-26,
11006,253,5,2018-03-23,자원봉사 관리자 교육,부산진구 자원봉사센터,2018-03-26,
11007,253,5,2018-03-23,청소년/청년 지원 정책 간담회 개최,부산진구종합사회복지관,2018-03-26,
11008,253,5,2018-03-23,저소득층 국민연금보험료 지원,5년 이상 가입자 대상 월 최대 5만 원 지급,2018-03-26,
11009,253,6,2018-03-23,서면문화로에 인문학마을 시루 개강,,2018-03-26,2018-03-26
10965,252,6,2018-02-23,부전2동 홍보 탁상달력 센스 만점,부산 최고 번화가 서면 일대 명소 총망라해 제작,2018-02-26,
10966,252,6,2018-02-23,포토 에세이 - 서면교차로의 화려한 궤적,,2018-02-26,
10967,252,7,2018-02-23,그라운드골프 회원 모집,,2018-02-26,
10968,252,7,2018-02-23,청춘! 당감밴드 어르신 참여자 모집,당감종합사회복지관,2018-02-26,
10969,252,7,2018-02-23,예고 없이 발생하는 화재,전통시장 화재공제로 대비,2018-02-26,
10970,252,7,2018-02-23,반려견 관리소홀 소유자 처벌 강화,맹견 범위는 8종으로 확대,2018-02-26,
11044,254,5,2018-04-23,아프로서비스그룹과 함께 고독사 예방,부산진구 자원봉사센터,2018-04-24,
11045,254,5,2018-04-23,채무자의 신탁재산에 가압류 할 수 있는지,법률상담,2018-04-24,2018-04-24
11046,254,5,2018-04-23,5월 16일 지하철 서면역 대형사고 발생 대비 훈련,,2018-04-24,2018-04-24
11066,254,5,2018-04-23,자율금연경로당 신청 접수,,2018-04-24,
11064,254,5,2018-04-23,취약계층 청년 무료 건강검진,,2018-04-24,
11065,254,5,2018-04-23,대학생 자원봉사 기초교육,,2018-04-24,
11067,254,5,2018-04-23,초등학생 장애 예방교육,,2018-04-24,
11001,253,5,2018-03-23,우리 洞 인재는 우리 洞이 키운다,초읍/양정1/당감2/범천1동 장학금 전달 잇따라,2018-03-26,2018-03-26
11002,253,5,2018-03-23,액은 가고 복만 오길,마을안녕 기원 행사 잇따라,2018-03-26,2018-03-26
11003,253,5,2018-03-23,장기요양시설 종사자 대상,4월 24일 시청서 안전교육,2018-03-26,
11004,253,5,2018-03-23,결핵약은 반드시 6개월 이상 장기 복용해야,,2018-03-26,2018-03-26
11005,253,5,2018-03-23,부산진구 동주민센터 13곳 순회 방문,"부산진구자원봉사센터, 자원봉사 정보 제공",2018-03-26,2018-03-26
10963,252,6,2018-02-23,나무이야기,김광식(수필가) 숲해설가,2018-02-26,2018-02-26
10964,252,6,2018-02-23,김다희 시인의 꽃보다 여자 46 - 손영자 시인,너는 내 운명,2018-02-26,
11088,255,2,2018-05-25,KTX매거진 5월호에 전포카페거리 소개,,2018-05-28,2018-05-28
11089,255,2,2018-05-25,입과 발로 그린 그림 뭉클한 감동을 만나다,장애인작품 전시회 개최,2018-05-28,2018-05-28
11042,254,5,2018-04-23,신발의 과거/현재/미래 한국신발관에 있다,한국신발관 탐방,2018-04-24,2018-04-24
11043,254,5,2018-04-23,이동상담실 운영 복지서비스 안내,,2018-04-24,
11000,253,4,2018-03-23,각 동 소식-2,,2018-03-26,2018-03-26
10958,252,5,2018-02-23,신화남봉사단 고마워요,어르신 이미용 서비스,2018-02-26,
10959,252,5,2018-02-23,대학생 자원봉사단 대규모 발대식 개최,,2018-02-26,
10960,252,5,2018-02-23,부산진구자원봉사센터 최은주 센터장 취임,,2018-02-26,
10961,252,5,2018-02-23,부산진구 새마을부녀회 박숙자 신임 회장 취임,,2018-02-26,
10962,252,5,2018-02-23,SMS 이성근 이사장/이형철 회장 취임 ,,2018-02-26,
10957,252,5,2018-02-23,부산진구장학회 대규모 장학금 수여,"대학생/고등학생 59명에게 1억6,390만원 지급",2018-02-26,
11097,255,3,2018-05-25,제281회 임시회 의안 주요내용,,2018-05-28,2018-05-28
11098,255,4,2018-05-25,"저소득 아동 의료비 등 1,000만원 후원",부산성형외과의사회 ,2018-05-28,2018-05-28
11040,254,4,2018-04-23,고독사 예방 민관통합사례관리 추진 ,,2018-04-24,2018-04-24
11041,254,4,2018-04-23,각 동 소식-1,,2018-04-24,2018-04-24
11032,254,2,2018-04-23, 개별공시지가 통지 않아,인터넷으로 열람하세요,2018-04-24,2018-04-24
11033,254,2,2018-04-23,열린 채용 오디션 개최,전문 경비원 34명 채용,2018-04-24,2018-04-24
11116,255,7,2018-05-25,나무이야기 - 수양버들과 미선나무,,2018-05-28,2018-05-28
11117,255,8,2018-05-25,포토 에세이,어둠을 걷어내는 밝은 등불,2018-05-28,2018-05-28
11036,254,3,2018-04-23,의정포토뉴스,행정자치위원회 현장 점검,2018-04-24,2018-04-24
11037,254,3,2018-04-23,부산진구 어린이의회 운영 안내,,2018-04-24,2018-04-24
11038,254,3,2018-04-23,의회 방청 안내,,2018-04-24,2018-04-24
11039,254,4,2018-04-23,대한전문건설협회 300만 원 기탁,,2018-04-24,2018-04-24
11090,255,2,2018-05-25,오늘 일자리 찾고 내일 희망도 잡아보자,6월 15일 구청서 내일 희망 채용박람회 … 30개 업체 참여,2018-05-28,
11034,254,3,2018-04-23,제280회 임시회 5분 자유발언 요약,사회공헌 기업에 실질적 혜택을,2018-04-24,2018-04-24
11035,254,3,2018-04-23,청년 기본 조례안 실천 방안, 구의원/교수/청년 열띤 토론,2018-04-24,2018-04-24
11091,255,2,2018-05-25,일자리 정보 안내 책자 발간,,2018-05-28,
11092,255,2,2018-05-25,기후변화 사진전 개최,,2018-05-28,
10997,253,4,2018-03-23,철길마을 메디컬빌리지 주민대학 개강,부암1동 4월 9일까지,2018-03-26,2018-03-26
10998,253,4,2018-03-23,각 동 소식-1,,2018-03-26,2018-03-26
10999,253,4,2018-03-23,독거노인 보살피는 사랑의 야쿠르트,,2018-03-26,2018-03-26
10996,253,4,2018-03-23,어르신들 머리 깎는 비용 아끼세요,,2018-03-26,2018-03-26
11115,255,7,2018-05-25,김다희 시인의 꽃보다 여자 - 49,곰단지의 꿈 ,2018-05-28,2018-05-28
11113,255,7,2018-05-25,다 읽은 책 가져오면 도서교환권으로 환불,영광도서 등 17개 서점 참여,2018-05-28,2018-05-28
11114,255,7,2018-05-25,한전 바로알기 스토리텔링 공모,6월 5일까지 한전 서비스 관련 미담 등 접수,2018-05-28,2018-05-28
11093,255,3,2018-05-25,2018년도 제1회 추경예산안 등 심사,제281회 부산진구의회 임시회,2018-05-28,2018-05-28
11094,255,3,2018-05-25,의정포토뉴스,,2018-05-28,2018-05-28
11095,255,3,2018-05-25,의회 방청 안내,,2018-05-28,2018-05-28
11096,255,3,2018-05-25,구민 여러분의 제언을 받습니다,,2018-05-28,2018-05-28
11031,254,2,2018-04-23,서면메디컬스트리트 베트남 시장 개척,하노이 국제여행박람회 참가 … 메디-뷰티상품 집중 홍보,2018-04-24,2018-04-24
11027,254,2,2018-04-23,부산진구 장애인복지관 보건복지부평가 A등급,,2018-04-24,2018-04-24
11028,254,2,2018-04-23,지팡이/지팡이 거치대 보급,부산진구 노인장애인복지관,2018-04-24,2018-04-24
11029,254,2,2018-04-23,쓰레기 무단투기 예방,20개 동 순회 캠페인,2018-04-24,
11030,254,2,2018-04-23,동천은행나무길 아트프리마켓 참신해요,,2018-04-24,2018-04-24
10991,253,3,2018-03-23,제280회 임시회 주요 의안,,2018-03-26,2018-03-26
10992,253,3,2018-03-23,의정소식,,2018-03-26,2018-03-26
10993,253,3,2018-03-23,의정단신,,2018-03-26,2018-03-26
10994,253,3,2018-03-23,구민 여러분의 제언을 받습니다,,2018-03-26,2018-03-26
10995,253,3,2018-03-23,의회 방청 안내,,2018-03-26,2018-03-26
11109,255,6,2018-05-25,부산 최고 행복한 초등학교 여기요,학교탐방－선암초등학교,2018-05-28,2018-05-28
11024,254,1,2018-04-23,부산진구 청소년예술학교 부산문화대상 수상,,2018-04-24,2018-04-24
11025,254,1,2018-04-23,시민공원에 암행어사 출두야∼,,2018-04-24,2018-04-24
11026,254,2,2018-04-23,교통약자 태우고 해피버스가 달린다,"부산성의신협, 복지관에 저상버스 쾌척",2018-04-24,2018-04-24
11110,255,6,2018-05-25,부산의 맛 서면 음식거리에 있다,서면 돼지국밥거리,2018-05-28,2018-06-01
11111,255,7,2018-05-25,"저녁 7시, 평생학습관은 열려 있다",,2018-05-28,
11112,255,7,2018-05-25,배달강좌 신청하세요, 노래ㆍ웃음치료ㆍ통기타 등,2018-05-28,2018-05-28
11083,255,1,2018-05-25,이웃집 천사가 고독사 막는다,,2018-05-28,2018-05-28
11085,255,2,2018-05-25,서면근대산업유산추억길 걸어보자,매주 금/토/일요일 문화해설사 동행 서면愛가면 도보투어 운영,2018-05-28,2018-05-28
11086,255,2,2018-05-25,KTV에 부산진구편 UHD로 방송,성지곡수원지ㆍ전포카페거리 등 관광명소 소개,2018-05-28,
11087,255,2,2018-05-25,건축공사장 주민 안전지킴이 모집,만55세 이상/기초수급자/장애인/장기실업자 등 참여 가능,2018-05-28,
11021,253,2,2018-03-23,대중교통 이용 캠페인 전개,,2018-03-26,
11022,253,2,2018-03-23,청소년예술학교 개강,,2018-03-26,
11019,253,8,2018-03-23,부산진구 어린이청소년도서관 추천도서,,2018-03-26,2018-03-26
11020,253,2,2018-03-23,모범 납세자 표창 수여,,2018-03-26,
11023,253,8,2018-03-23,부산진구신문 253호 (2018년 3월호) 광고 목록,,2018-03-29,
10986,253,2,2018-03-23,부산진구 홍보는 우리가 앞장선다, 파워블로그/대학생 등 관광홍보 서포터즈 발대,2018-03-26,2018-03-26
10987,253,2,2018-03-23,부산진구 2018 회계연도 재정 공시,"세입예산은 5,103억 원으로 전년 대비 770억 원 증가",2018-03-26,2018-03-26
10988,253,2,2018-03-23,일자리 찾고 행복도 찾으세요,3월 29일 구청에서 행복일자리 취업박람회 개최,2018-03-26,
10989,253,2,2018-03-23,행복홀씨 입양사업으로 도심 깨끗이,,2018-03-26,2018-03-26
11080,254,1,2018-04-23,초읍동사 신축 이전,,2018-04-24,
11081,255,1,2018-05-25,서면시장이 달라졌다,청년몰 onna(온나) 개장,2018-05-28,2018-05-28
11082,255,1,2018-05-25,투표합시다 6.13전국동시지방선거 1인 7표제,,2018-05-28,2018-05-28
11017,253,8,2018-03-23,동길산 시인이 쓰는 부산진이야기 39,부산진구 신발이야기 다룬 신발 100년사,2018-03-26,2018-03-26
11018,253,8,2018-03-23,구민/직장인들 서예 솜씨 발휘하세요,2018년 구민 서예휘호대회 개최,2018-03-26,2018-03-26
11104,255,5,2018-05-25,명예훼손죄에 있어 사실의 적시와 그 정도,법률상담,2018-05-28,2018-05-28
11105,255,5,2018-05-25,자랑스러운 부산진구 청소년대상 수여,부산마케팅고등학교 김서영,2018-05-28,2018-05-28
11106,255,5,2018-05-25,구청에 비닐 대신 우산빗물제거기 설치,,2018-05-28,2018-05-28
11107,255,5,2018-05-25,중소/벤처기업의 특허 연차등록료 감면 확대,규제개혁,2018-05-28,
11108,255,5,2018-05-25,삼성전기 직원 100명 참여,자원봉사 프로그램 진행,2018-05-28,2018-05-28
11131,255,2,2018-05-25,아파트 주민 응급처치 교육 ,,2018-05-28,
11075,254,4,2018-04-23,개금3동 3개 기관 참여 지역사회보장 민/관 협약,,2018-04-24,
11076,254,3,2018-04-23,의정포토뉴스,창조도시위원회 의견 청취,2018-04-24,
11077,254,3,2018-04-23,의정포토뉴스,꼬마둥이 페스티벌 참가,2018-04-24,
11072,254,4,2018-04-23,여성의류 ㈜프리앤메지스,자선바자회 통해 쌀 기탁,2018-04-24,
11073,254,4,2018-04-23,초록봉사단 성대한 경로잔치,,2018-04-24,
11074,254,4,2018-04-23,전포2동에 효자들 많아요,노인 목욕봉사 식사 대접,2018-04-24,
11078,254,3,2018-04-23,의정포토뉴스,결산검사위원 위촉장 수여,2018-04-24,
11079,254,3,2018-04-23,제280회 임시회 5분 자유발언 요약,미투운동과 관련하여,2018-04-24,
10981,253,1,2018-03-23,초연근린공원 체육관 개관,탁구/배드민턴/요가/게이트볼 프로그램 운영,2018-03-26,2018-03-26
10982,253,1,2018-03-23,아이 좋아∼ 온 가족 행복한 축제 오세요,,2018-03-26,2018-03-26
10983,253,2,2018-03-23,돌아온 주말의 명물장터,동천은행나무길 아트프리마켓 4월 개장,2018-03-26,2018-03-26
10984,253,2,2018-03-23,2018년 화랑훈련 실시,3월 19∼23일까지 진행,2018-03-26,
10985,253,2,2018-03-23,국가안전대진단 2주 연장,,2018-03-26,
11056,254,8,2018-04-23,부산진구 어린이청년도서관 이달의 추천도서(4월),,2018-04-24,2018-04-24
11057,254,8,2018-04-23,내 피부는 소중하니까,천연화장품 만들기 인기,2018-04-24,
11068,254,4,2018-04-23,부전1동 5개 병의원 의료봉사활동,,2018-04-24,
11069,254,4,2018-04-23,범천2동 보각사 성품 전달,,2018-04-24,
11070,254,4,2018-04-23,신화남봉사단 고마워요 ,,2018-04-24,
11071,254,4,2018-04-23,백양산하얀농원 점심 대접,,2018-04-24,
10978,252,8,2018-02-23,배롱나무학당에 배움의 열기 활활,,2018-02-26,
10979,252,8,2018-02-23,부산진구신문 252호 (2018년 2월호) 광고 목록,,2018-02-26,
10980,253,1,2018-03-23,서면우리문화체험 축제 개최,전통문화/민속놀이 한곳에 다 모았다,2018-03-26,2018-03-26
11059,254,6,2018-04-23,휴식이 필요할 때 오세요 부산진구 힐링 명소-2,부산시민공원,2018-04-24,2018-04-24
11055,254,8,2018-04-23,동길산 시인이 쓰는 부산진이야기 40,연지동에서 세계로 LG그룹 모태,2018-04-24,2018-04-24
11013,253,7,2018-03-23,자동차 정보 자동차365에 다 있다,,2018-03-26,2018-03-26
11014,253,7,2018-03-23,법률상담,양자 입양과 친양자 입양,2018-03-26,2018-03-26
11015,253,8,2018-03-23,포토 에세이,해진 운동화의 추억,2018-03-26,2018-03-26
11016,253,8,2018-03-23,3년 만에 들려주는 고운 목소리,피오레합창단 정기연주회,2018-03-26,2018-03-26
11012,253,7,2018-03-23,글로벌 인재 키우는 과학교육 넘버원 학교,부산진구 학교 탐방－한국과학영재학교,2018-03-26,2018-03-26
11101,255,4,2018-05-25, 각 동 방역단 출격 전염병 철벽방어,,2018-05-28,2018-05-28
11102,255,5,2018-05-25,호천마을 209채 지붕 쿨루프 사업 시행,,2018-05-28,2018-05-28
11135,256,1,2018-06-25,서은숙 민선7기 부산진구청장 당선,613 전국 동시지방선거 결과,2018-06-26,2018-06-26
11103,255,5,2018-05-25,부산진구 노인복지시설 대거 A등급 획득,국민건강보험공단 평가 결과,2018-05-28,2018-05-28
11052,254,7,2018-04-23,나무이야기,,2018-04-24,2018-04-24
11053,254,8,2018-04-23,포토 에세이,부지런한 봄에서 얻는 지혜,2018-04-24,2018-04-24
11054,254,8,2018-04-23,동화와 그림 통해 아이의 마음을 읽다,평생학습관 매주 토 동화 속으로 떠나는 마음여행 강좌,2018-04-24,2018-04-24
11058,254,7,2018-04-23,자식의 마음으로…,,2018-04-24,
10976,252,8,2018-02-23,동길산 시인이 쓰는 부산진이야기 38,멋 부린 글보다 멋진 글 넘쳐,2018-02-26,
10977,252,8,2018-02-23,문화누리카드 올해부터 7만 원 지원,2월 1일부터 동주민센터나 온라인 통해 신청,2018-02-26,
11099,255,4,2018-05-25,5월은 효도의 달,카네이션 달기/식사 대접 … 각 동 경로잔치 활발,2018-05-28,2018-05-28
11134,255,2,2018-05-25,서면 스탬프투어 이벤트 참여하세요,,2018-05-28,
11132,255,2,2018-05-25,아토피성 피부 관리하세요,천연제품 만들기 강좌 운영,2018-05-28,
11136,256,1,2018-06-25,서은숙 부산진구청장 당선인은,,2018-06-26,2018-06-26
11011,253,6,2018-03-23, 나무이야기,,2018-03-26,2018-03-26
10974,252,7,2018-02-23,구청에 여권발급 편의시책 多(다)있다,,2018-02-26,
10975,252,8,2018-02-23,부산진구 어린이청소년도서관 추천도서,2018년 2월호,2018-02-26,
10832,250,2,2017-12-26,공중화장실 휴지통 없앤다,2018년 1월 1일부터 시행,2017-12-26,
10836,250,2,2017-12-26,국민생각함 공모 부산진구 최우수 수상,세무과 제안 재개발구역 주택 취득세율 개선 호평,2017-12-26,
10837,250,3,2017-12-26,"2018년도 부산진구 예산 5,005억 원 확정",예산결산특별위원회 개최 … 작년보다 179% 증액,2017-12-26,2017-12-26
10793,249,4,2017-11-24,각 동 소식-2,,2017-11-24,2017-11-24
10794,249,4,2017-11-24,1년 12달 내내 경로의 달 … 곳곳에서 경로잔치,,2017-11-24,2017-11-24
10795,249,4,2017-11-24,인지전기공업 방독면 1000개 기탁,화재 대비 휴대 간편,2017-11-24,2017-11-24
10796,249,4,2017-11-24,전포생활문화센터 달빛영화관 운영,매월 둘째 넷째 수요일,2017-11-24,2017-11-24
10835,250,2,2017-12-26,당구장/스크린골프장 금연 시작,12월 3일부터 시행 … 계도기간에도 금연 계속해야,2017-12-26,
10788,249,3,2017-11-24,주민생활 속으로 파고든 행정사무감사,,2017-11-24,2017-11-24
10789,249,3,2017-11-24,의원 역량강화,전문 의정연수,2017-11-24,
